Genre,Year,Title,From,Extras,Remarks
"Action, Crime, Drama ",1971,The Organization,,,
"Family, Adventure",1985,The Journey of Natty Gann,,,
"Drama, Mystery",1941,Citizen Kane,,,
"Action, Crime, Drama",2016,Criminal,,,
"Crime, Drama, Mystery ",2015,Secret in Their Eyes,,,
Drama,2014,Aya Arcos,,,
Drama,2014,99 Homes,,,
"Drama, Fantasy",2001,The Mists of Avalon,,,
Thriller,2000,Dykaren - The Diver,,,
"Drama, Romance ",1993,The Age of Innocence,,,
"Adventure, Drama",1986,Stand By Me,,,
"Comedy, Crime, Mystery ",2001,The Curse of the Jade Scorpion,,,
"Action, Comedy, Crime",2006,Bandidas,,,
"Biography, Drama, Romance",2015,Freeheld ,,,
Drama,1987,After the Promise,,, TV Mini-Series
"Crime, Drama",1980,McVicar,,,
"Drama, Romance ",1958,Cat on a Hot Tin Roof,,,
"Comedy, Drama, Romance ",1986,Hannah and Her Sisters,,,
"Comedy, Romance, Thriller",1986,Jumpin' Jack Flash,,,
"Drama, Romance, Sport",1986,Youngblood,,,
Comedy,1986,Abel,,,
"Comedy, Crime ",1987,De Ratelrat,,,
Thriller,2014,Bloedlink,,,
"Comedy, Drama, Music",1993,The Thing Called Love,,,
"Drama, Mystery, Sci-Fi",2001,K-PAX,,,
Comedy,2002,Boat Trip,,,
"Action, Comedy, Crime",1969,The Italian Job,,,
"Drama, Romance",1989,Valmont,,,
"Drama, Romance ",1973,Turks Fruit,,,
"Action, Crime, Drama",2016,Triple 9,,,
Drama,1994,The War,,,
"Horror, Mystery, Thriller",1978,Someone's Watching Me!,,,
"Biography, Crime, Drama ",1985,The Falcon and the Snowman,,,
"Crime, Drama, Horror",1987,Prison,,,
"Comedy, Crime",1990,The Freshman,,,
"Comedy, Drama, Romance",1998,Shakespeare in Love,,,
Drama,2003,Stormy Weather,,,
"Action, Adventure, Drama",2005,River Queen,,,
"Biography, Drama, History",2005,The New World (Extended Cut),,,
"Comedy, Drama, Romance",2015,Miss You Already,,,
"Comedy, Music, War ",2015,Rock the Kasbah,,,
"Action, Adventure, Comedy",2016,Now You See Me 2,,,
Drama,2015,The Benefactor,DVD,,
"Action, Crime, Drama",1976,Mannen på taket -  Man on the Roof,,,
"Action, Adventure, Drama",2016,The Legend of Tarzan,,,
"Comedy, Drama, Family",2002,Crossing the Line,,,TV-movie
"Biography, Drama, History",2006,Goya's Ghosts,,,
"Drama, Romance, Thriller",2007,Angels Fall,,,
Drama,2007,Rain Shadow,,, TV Mini-Series
"Action, Sci-Fi, Thriller",2014,Autómata,,,
"Adventure, Drama, Family ",2015,Brothers of the Wind,,,
"Comedy, Drama",2016,Mother's Day,,,
Comedy,2016,Neighbors 2: Sorority Rising,,,
"Crime, Thriller",2015,Cop Car,,,
Thriller,2015,Septembers of Shiraz,,,
"Action, Comedy, Crime",2016,The Nice Guys,,,
"Action, Adventure, Comedy",1984,Romancing the Stone,,,
Crime|Drama                ,1992,Light Sleeper                                    ,,,
"Comedy, Fantasy, Romance",1992,Prelude to a Kiss,,,
"Action, Drama, Thriller",1993,In the Line of Fire,,,
"Comedy, Romance",1994,Milk Money,,,
"Action, Crime, Sci-Fi",1995,Judge Dredd,,,
"Comedy, Drama, Fantasy",2002,The Family Man,,,
"Comedy, Romance ",2001,Serendipity,,,
Drama,2006,Half Nelson,,,
"Action, Comedy ",2008,Tropic Thunder,,,
"Crime, Drama",2015,Jesse Stone: Lost in Paradise,,,
Drama,2015,90 Minutes in Heaven,,,
"Adventure, Drama, Western",1972,Jeremiah Johnson,,,
"Action, Comedy",1977,Smokey and the Bandit,,,
"Action, Comedy",1980,Smokey and the Bandit II,,,
"Comedy, Crime",1983,Smokey and the Bandit Part 3,,,
"Drama, Fantasy, Musical ",1986,Absolute Beginners,,,
"Comedy, Romance",1994,Only You,,,
"Comedy, Crime, Thriller",1999,Two Hands,DVDR,,
"Sci-Fi, Thriller",2001,Epoch,,,
"Drama, Romance, Thriller ",2003,Imagining Argentina,DVDR,,
"Crime, Drama, Mystery",2003,Io non ho paura - I'm Not Scared,,,
Comedy,2003,Bringing Down the House,,,
"Action, Drama, Mystery ",2006,Covert One: The Hades Factor,,,TV Mini-Series
"Action, Adventure, Drama",1982,First Blood,,,
"Action, Adventure, Thriller",1985,Rambo: First Blood Part II,,,
"Action, Adventure, Thriller",1988,Rambo III,,,
"Action, Crime, Thriller ",1997,Wounded,,,
"Action, Drama, Fantasy",1998,Dark City,,,
"Comedy, Crime, Romance",1996,Two If by Sea,,,
"Action, Adventure, Drama",1999,Bravo Two Zero,,,
"Drama, Sci-Fi, Crime",2002,Living with the Dead,,,
"Action, Drama, History ",2004,Spartacus,,,
"Crime, Drama, Romance",1973,Mean Streets,,,
"Crime, Drama, Thriller ",1987,No Man's Land,,,
"Drama, Thriller",1989,De kassière,,,
"Comedy, Crime",1994,Bullets Over Broadway,,,
"Crime, Drama, Thriller",2005,13 Tzameti,,,
"Comedy, Crime, Thriller ",2006,Big Nothing,,,
"Action, Crime, Thriller",2006,Crank,,,
"Adventure, Biography, Drama",2006,Rescue Dawn,,,
"Action, Drama, Western",2016,Jane Got a Gun,,,
"Horror, Sci-Fi, Thriller",2016,Cell,,,
"Crime, Drama, Mystery ",2015,The Hateful Eight,,,
"Comedy, Drama ",2015,Our Brand Is Crisis,,,
"Biography, Crime, Drama",2015,Legend,,,
Drama,2015,High Rise,,,
"Biography, Drama, Sport ",2015,Concussion ,,,
"Crime, Drama, Thriller ",2014,Nightcrawler,,,
"Crime, Drama, Thriller ",2014,Next Time I'll Aim for the Heart,,,
Documentary ,2009,Tupac Assassination: Conspiracy or Revenge,,,
Action|Drama|History       ,1993,Tombstone                                        ,DVDR,,
"Drama, Horror, Sci-Fi",2007,I Am Legend,,,
"Drama, Fantasy, Musical ",2007,Across the Universe,,,
"Action, Crime, Drama",2007,Torpedo,,,TV Mini-Series (2007– )
"Horror, Thriller",2012,The Possession,,,
"Drama, Horror, Sci-Fi",2013,Under the Skin,,,
Drama,2014,Love Is Strange,,,
"Sci-Fi, Thriller ",2015,Air,,,
"Drama, Romance ",2015,By The Sea,,Yes,
"Action, Adventure, Thriller ",2015,Camino,,,
"Action, Crime, Sport ",2015,Point Break,,,
"Biography, Crime, Drama ",2015,Trumbo,,,
"Drama, Sport",2015,Woodlawn,,,
"Action, Crime, Drama ",2015,Blackhat,,,
"Action, Crime, Drama",1988,Colors,,,
"Comedy, Drama, Fantasy ",1993,Arizona Dream,,,
"Drama, Romance ",2004,Before Sunset,,,
"Drama, Romance",1995,Before Sunrise,,,
"Drama, Romance ",2005,Aurora Borealis,,,
"Mystery, Romance, Thriller ",2007,Carolina Moon,,,
"Biography, Drama, Romance",2015,The Danish Girl,,,
"Comedy, Crime, Romance ",1986,Legal Eagles,,,
"Drama, Fantasy, Romance",2013,Beautiful Creatures,,,
"Crime, Drama, Thriller",1997,Cop Land,,,
Drama,1995,Showgirls,,,
Drama,2003,I Am David,,,
"Drama, Romance",2004,In My Country - Country of My Skull,,,
"Drama, Mystery, Thriller",2006,Exit,,,
Thriler,2009,High Noon,,,
Drama,2009,Safe Harbor,,,
"Crime, Mystery, Thriller",2013,The Keeper of Lost Causes/Kvinden i buret,,,
"Drama, Thriller, War",2015,Eye in the Sky,,,
Drama,2015,Ithaca,,,
"Biography, Drama, History ",2016,All the Way,,,
"Drama, Thriller ",2016,Elle,,,
"Action, Comedy, Fantasy ",2016,Ghostbusters,,,
"Drama, Thriller",2016,Misconduct,,,
"Crime, Drama, Thriller ",2016,Money Monster,,,
"Crime, Thriller",2016,The Trust,,,
"Drama, War ",1954,15-Aug,,,
"Action, Drama",2016,Bastille Day ( The Take ),,,
Drama,2010,Beyond the Steppes,,,
"Drama, Thriller",2015,Careful What You Wish For,,,
"Drama, Thriller",2015,Desierto,,,
"Drama, Mystery, Romance ",2007,Hallam Foe,,,
"Biography, Drama, Romance ",2015,Holding the Man,,,
Comedy|Romance             ,1992,HouseSitter                                      ,,,
"Drama, War ",2015,Hyena Road,,,
"Action, Crime, Drama",2016,I Am Wrath,,,
Drama|Romance,1994,Intersection,DVD                                 ,No,
"Drama, Romance ",1996,Jude,,,
Drama,2001,L'ange de goudron,,,
"Comedy, Drama, Romance",2014,Learning to Drive ,,,
"Horror, Thriller",2016,Lights Out,,,
"Comedy, Drama, Romance ",2015,Maggie's Plan,,,
"Action, Crime, Thriller ",2016,Mechanic: Resurrection,,,
Drama,1990,My Blue Heaven,,,
"Crime, Drama, Mystery",2002,Narc,,,
Action,2016,Never Back Down: No Surrender,,,
Drama,2003,Osama,,,
Thriller,2016,Our Kind of Traitor,,,
"Action, Crime, Thriller ",2003,Ranarna/At Point Blank,,,
"Drama, Thriller",2015,Remember,,,
Thriller,2008,Reykjavik-Rotterdam,,,
Crime,2015,Rise of the Footsoldier Part II,,,
"Comedy, Musical, Romance ",2005,Romance & Cigarettes,,,
"Drama, Mystery, Romance ",2010,Shanghai,,,
"Biography, Crime, Drama ",2016,The Infiltrator,,,
"Crime, Drama",2011,The Snitch Cartel,,,
"Action, Horror, Sci-Fi ",2016,The Purge: Election Year,,,
"Comedy, Horror ",1987,The Lost Boys,,,
"Horror, Sci-Fi ",1992,The Lawnmower Man,,,
"Comedy, Drama, Mystery",2015,The Family Fang,,,
"Horror, Thriller ",2016,The Darkness,,,
Drama,1990,Texasville,,,
"Crime, Drama, Thriller",2016,Term Life,,,
"Drama, Fantasy",2015,Tale of Tales,,,
Drama,2011,Stockholm Östra/Stockholm East,,,
"Drama, Comedy ",1976,Stay Hungry,,,
"Adventure, Family, Fantasy ",2007,Stardust,,,
"Action, Adventure, Sci-Fi ",2016,Star Trek Beyond,,,
"Action, Adventure, Drama ",1971,Le Mans,,,
Thriller,2010,Blanc comme Neige/White Snow,,,
Drama,2011,Puncture,,,
Drama,2011,Courageous,,,
"Mystery, Thriller",1990,Presumed Innocent,,,
"Short, Drama ",1981,The Wave,,,
"Drama, Romance",2008,Fireproof,,,
"Action, Crime, Thriller",2014,Percentage,,,
"Biography, Drama",2015,Truth,,,
"Biography, History, Thriller",2016,Anthropoid,,,
Thriller,2016,Urge,,,
"Action, Biography, Drama",2016,Free State of Jones,,,
"Drama, Sport",2006,Facing the Giants,,,
"Drama, Family ",1949,Challenge To Lassie,,,
Drama,1978,F.I.S.T.,,,
Romance,2014,Pak van mijn hart,,,
"Action, Adventure, Sci-Fi",2015,Avengers: Age of Ultron,,,
"Biography, Drama",2015,Joy,,,
"Drama, Romance",2015,Knight of Cups,,,
Drama,2013,Brother's Keeper,,,
"Action, Comedy, Crime ",2016,Central Intelligence,,,
Thriller,2016,Rebirth,,,
"Drama, Western",2016,The Duel,,,
"Biography, Drama, Family",2016,Miracles from Heaven,,,
"Hawaii, Oslo",2004,"Hawaii, Oslo",,,
"Action, Drama, History ",2016,The Finest Hours,,,
"Crime, Drama, Thriller ",2015,Rogue Agent - Newcomer,,,
"Crime, Drama, Thriller ",2000,Shiner,,,
"Crime, Mystery, Thriller ",2009,Morden,,,Miniserie
"Drama, Horror, Thriller",2016,The Shallows,,,
"Drama, Music",1992,The Mambo Kings,,,
"Crime, Drama, Thriller ",2004,Dead Man's Shoes,,,
"Documentary, Crime, Mystery",2015,The Fear of 13,,,
"Action, Adventure, Drama ",2016,The Huntsman: Winter's War,,,
"Crime, Drama",2014,Tellus,,,TV-serie
Drama,2007,Exodus ,,2DVDs,TV-movie
"Action, Adventure, Mystery",2016,Allegiant ,,,
,2012,Trafics/Contraband,,2DVDs,TV-serie
"Action, Drama, Family ",1994,The Next Karate Kid,,,
Drama,2014,Svenskjävel/Underdog,,,
"Action, Crime, Drama",1981,Sharky's Machine,,,
"Drama, Thriller",2004,Return to Sender,,,
Comedy ,2016,Kindergarten Cop 2,,,
"Drama, War ",2008,Generation Kill,,,Miniserie
Thriller,1990,83 Hours 'Til Dawn,,,
"Drama, Family, History",1982,Night Crossing,,,
"Crime, Mystery, Thriller ",2013,Now You See Me,,,
"Comedy, Family",2015,Daddy's Home,,,
Action|Adventure|Family ,1977,Star Wars: Episode IV - A New Hope,,,
Action|Adventure|Family ,1980,Star Wars: Episode V - The Empire Strikes Back,,,
Action|Adventure|Family ,1983,Star Wars: Episode VI - Return of the Jedi,,,
Action|Adventure|Sci-Fi,1999,Star Wars: Episode I - The Phantom Menace,,,
Action|Adventure|Fantasy ,2002,Star Wars: Episode II - Attack of the Clones,,,
Action|Adventure|Fantasy ,2005,Star Wars: Episode III - Revenge of the Sith,,,
"Horror, Mystery, Thriller ",1960,Psycho,,,
"Action, Drama, Family ",2010,The Karate Kid,,,
"Biography, Comedy, Drama",2015,The Big Short ,DVD,No,
Action|Crime|Drama         ,2012,Freelancers                                      ,DVD,,
"Biography, Drama, History ",2015,Suffragette,DVD,,
"Crime, Drama",2000,American Psycho,,,
"Action, History, War ",2016,Beyond Valkyrie: Dawn of the 4th Reich,,,
"Crime, Drama ",2016,Hell or High Water,,,
"Drama, Romance, Sci-Fi ",2014,I Origins,,,
"Drama, War",2008,Il papà di Giovann - Giovanna's Father,,,
Drama,2015,Meadowland,,,
"Comedy, Crime, Drama",2016,War Dogs,,,
"Adventure, Drama, Family",1994,Black Beauty,,,
"Comedy, Drama, Musical",1979,Hair,,,
"Biography, Drama, Music ",1980,Coal Miner's Daughter,,,
Drama,1982,The Verdict,,,
"Action, Adventure, Sci-Fi ",1982,TRON,,,
"Drama, History, Horror",1998,Beloved,,,
"Action, Comedy, Crime ",1990,Loose Cannons,,,
"rama, Romance",1991,Regarding Henry,,,
"Comedy, Drama ",1992,Mistress,,,
"Crime, Thriller",1994,Shallow Grave,,,
Thriller ,1998,The Gingerbread Man,,,
"Crime, Horror, Thriller ",1999,From Dusk Till Dawn 2: Texas Blood Money,,,
"Horror, Thriller, Western ",1999,From Dusk Till Dawn 3: The Hangman's Daughter,,,
"Crime, Drama, Thriller ",1999,Oxygen/Dying to Escape,,,
"Biography, Drama ",2000,Rated X,,,
Action,2000,Submerged,,,
Drama,2001,Treading Water,,,
"Biography, Drama ",2002,Fidel,,,
"Comedy, Crime, Drama ",2002,Spun,,,
"Drama, History, War ",2004,Ike: Countdown to D-Day,,,
Drama,2004,Peaches,,,
"Drama, Family, History ",2013,Savannah,,,
"Action, Adventure, Sci-Fi",2015,The Hunger Games: Mockingjay - Part 2,,,
"Action, Adventure, Drama ",2015,San Andreas,,,
"Action, War",2015,War Pigs - Saints And Soldiers,,,
Thriller ,2015,Rendez Vous,,,
"Action, Horror, Thriller ",2015,Into the Grizzly Maze,,,
Comedy ,2004,The Cookout,,,
"Action, Crime, Drama",2005,Brick,,,
"Crime, Thriller ",2005,Dot.Kill,,,
"Comedy, Romance",2005,Just Friends,,,
"Action, Crime, Thriller",2005,Today You Die,,,
"Comedy, Drama, Romance ",2006,Catch and Release,,,
"Crime, Drama, Thriller ",2006,La Raison du Plus Faible,,,
"Drama, Mystery, Thriller ",2006,La Sconosciuta/The Unknown Woman,,,
"Action, Adventure, Fantasy",2006,Underworld Evolution,,,
"Action, Drama, Thriller",2007,Nitro,,,
"Action, Drama, Thriller",2007,Pandemic,,,
"Comedy, Drama, Romance",2007,Suburban Girl,,,
Thriller ,2009,I Come with the Rain,,,
Comedy ,2008,Role Models,,,
"Horror, Mystery",2008,The Midnight Meat Train,,,
Drama ,2009,De Punt,,,
"Horror, Sci-Fi ",2010,Growth,,,
"Crime, Mystery, Thriller ",2009,My Nanny's Secret,,,
"Drama, Romance ",2010,Año Bisiesto/Leap Year,,,
"Comedy, Drama, Romance ",2010,Easy A,,,
"Action, Crime, Thriller",2010,Kill Speed,,,
"Action, Adventure, Sci-Fi ",2010,TRON: Legacy,,,
"Drama, Romance ",2011,La Fille du Puisatier/The Well-Digger's Daughter,,,
"Drama, Thriller",2015,Pressure,,,
"Comedy, Drama, Romance ",2015,Man Up,,,
"Comedy, Drama",2015,Legacy,,,
"Action, Comedy, Thriller ",2014,Kill Me Three Times,,,
"Horror, Thriller ",1980,Terror Train,,,
"Drama, Sci-Fi, Thriller ",1997,Gattaca,,,
-,1997,Under the Lighthouse Dancing,,,
"Crime, Drama, Thriller ",2002,Dirty Pretty Things,,,
"Drama, Romance ",2008,Elegy,,,
"Comedy, Drama ",2012,Le Prénom/What's in a Name,,,
"Action, Crime, Thriller",2014,Bullet,,,
"Drama, Thriller ",2015,Eden,,,
"Biography, Drama, Music ",2014,Love & Mercy,,,
"Horror, Thriller ",2014,Out of the Dark,,,
Drama,2014,Ruth & Alex/5 Flights Up,,,
Action,2015,Age of Kill,,,
"Action, Thriller",2015,Echo Effect/Chain of Command,,,
 Comedy ,2015,Entourage,,,
"Action, Crime, Thriller ",2015,Free Fall,,,
"Action, Adventure, Fantasy ",2016,Gods Of Egypt,,,
"Comedy, Drama ",1967,Guess Who's Coming to Dinner,,,
"Action, Thriller ",2016,Jason Bourne,,,
"Action, Adventure, Fantasy ",2016,Suicide Squad,,,
"Comedy, Drama, Romance",1974,The Front Page,,,
"Comedy, Musical, Romance",1954,White Christmas,,,
"Animation, Adventure, Family ",2004,The Polar Express,,,
"Action, Comedy",2016,True Memoirs of an International Assassin,,,
"Adventure, Comedy, Family",1980,Popeye,,,
Action,1996,White Tiger,,,
"Action, Crime, Thriller",1987,Lethal Weapon,,,
"Action, Crime, Thriller ",1989,Lethal Weapon 2,,,
"Action, Crime, Thriller ",1993,Lethal Weapon 3,,,
"Action, Crime, Thriller ",1998,Lethal Weapon 4,,,
,1962,Dr No                           ,,,
,1963,Russia With Love                ,,,
,1964,Goldfinger                      ,,,
,1965,Thunderball                     ,,,
,1967,Only Live Twice                 ,,,
,1969,On Her Majesty's Secret Service ,,,
,1971,Diamonds Forever                ,,,
,1973,Live And Let Die                 ,,,
,1974,The Man with the Golden Gun     ,,,
,1977,Spy Who Loved Me                ,,,
,1979,Moonraker                       ,,,
,1981,For Your Eyes Only              ,,,
,1983,Octopussy                       ,,,
,1985,A View To A Kill                ,,,
,1987,Living Daylights                ,,,
,1989,Licence To Kill                 ,,,
,1995,Goldeneye                       ,,,
,1997,Tomorow Never Dies              ,,,
,1999,World Not Enough                ,,,
Action|Adventure|Thriller,2002,Die Another Day                 ,DVD,Yes,2-DVDs
,2006,Casino Royale                   ,,,
,2008,Quantum of Solace               ,,,
,2012,Skyfall                         ,,,
,2015,Spectre                         ,,,
,,,,,
"Crime, Drama ",1993,"Blood In, Blood Out/Bound by Honor",,,
"Biography, Drama, Music ",2015,I Saw the Light,,,
"Drama, Thriller ",2016,The Whole Truth,,,
"Biography, Drama ",2016,Sully,,,
"Comedy, Drama ",2016,Perfetti sconosciuti/Perfect Strangers,,,
Drama,2014,Manglehorn ,,,
"Action, Adventure, Crime",2016,Inferno,,,
"Action, Biography, Drama",2016,Hands of Stone,,,
"Action, Adventure, Drama",2016,Ben-Hur,,,
"Biography, Drama ",2008,Skin,,,
"Drama, Romance",2004,Ma mère,,,
"Action, Adventure, Drama ",1996,Twister,,,
Drama,1996,Sling Blade,,,
Drama,1991,Little Man Tate,,,
"Action, Crime, Drama",1985,To Live and Die in L.A.,,,
,,,,,
,,,,,
Drama,2014,Mommy,DVD,,
"Drama, Romance",2012,Laurence Anyways,DVD,,
"Drama, Romance ",2010,Les Amours Imaginaires/Heartbeats ,DVD,,
"Drama, Romance ",2009,J'ai tué ma mère/I Killed My Mother,DVD,,
,,,,,
"Comedy, Drama ",1983,Brandende Liefde,,,
"Comedy, Drama",1983,Local Hero,,,
"Action, Drama, Romance ",1998,Deep Impact,,,
"Drama, Romance, War ",2002,De Tweeling,,,
"Horror, Mystery, Thriller",2002-,Rose red,,,TV Mini-Series
"Mystery, Thriller ",2013,The Devil You Know,,,
"Action, Crime, Drama",2016,The Accountant,,,
"Action, Adventure, Fantasy",2011,Pirates of the Caribbean: On Stranger Tides,,,
Drama ,1985,Kane & Abel,,,TV Mini-Series
"Horror, Mystery, Sci-Fi ",2016,Morgan,,,
Sport,2016,I Am Bold,,,
"Crime, Drama, Thriller ",2016,Dog Eat Dog,,,
"Action, Drama, Horror",2016,Cell,,,
Comedy ,2016,Bad Moms,,,
"Adventure, Comedy, Drama ",2016,Hunt for the Wilderpeople,,,
"Action, Drama ",2015,Life on the Line,,,
Documentary,2013,Gibraltar,,,
"Drama, Mystery, Thriller",2012,Deadline,,,
"Drama, Romance ",2008,Two Lovers,,,
"Action, Comedy, Crime",2016,Central Intelligence,,,
"Action, Adventure, Thriller ",2002,Counterstrike,,,
"Drama, Horror, Sci-Fi",2003,Dreamcatcher,,,
"Drama, Mystery, Thriller ",2005,Flightplan,,,
Drama,2005,The Ballad of Jack and Rose,,,
"Drama, Mystery, Thriller",2006,Basic Instinct 2,,,
Thriller ,2009,Fri os fra det onde/Deliver Us from Evil,,,
"Biography, Comedy, Drama",2016,Florence Foster Jenkins,DVD,No,
"Biography, Comedy, Drama ",1992,Chaplin ,DVD,,
"Crime, Drama",2014,The Judge,DVD,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Drama,2013,Quad ,,,
"Mystery, Thriller",2013,The Devil You Know,,,
"Adventure, Sci-Fi ",2014,Interstellar ,,,
"Adventure, Sci-Fi, Thriller",2015,Insurgent ,,,
"Comedy, Romance",2014,Big Stone Gap,,,
"Drama, Family",2014,Dolphin Tale 2,,,
"Drama, Music ",2014,The Identical,,,
"Crime, Drama, Mystery",2015,Mr. Holmes,,,
Drama|Music|Romance ,2006,The Hottest State                 ,,,
Drama|Crime ,2002,The Laramie Project ,,,
Drama,2001,Wild Iris,,,
Romance|Drama ,2000,The House of Mirth         ,,,
"Comedy, Drama",2015,Danny Collins,,,
"Comedy, Drama",2014,The Humbling,,,
Drama,2013,Salomé,,,
"Biography, Drama",2013,Phil Spector,,,
"Comedy, Drama ",2014,The Heyday of the Insensitive Bastards,,,
Drama|Romance,2007,My Blueberry Nights   ,,,
Comedy|Sport                         ,2000,The Replacements                  ,,,
Biography|Drama                      ,1997,The Last Time I Committed Suicide ,,,
Comedy|Romance|War                ,1993,Much Ado About Nothing      ,,,
Comedy|Romance                      ,1990,Tune in Tomorrow...                    ,,,
Adventure|Comedy|Family|Sci-Fi      ,1989,Bill & Ted's Excellent Adventure       ,,,
Comedy|Drama                        ,1988,The Prince of Pennsylvania             ,,,
Comedy                              ,1988,The Night Before                       ,,,
Drama                               ,1986,Under the Influence                    ,,,
Fantasy                             ,1986,Young Again                            ,,,
Drama|Romance|Sport                 ,1986,Youngblood                             ,,,
"Comedy, Romance",2015,The Wedding Ringer,,,
"Drama, Thriller ",2014,The Surface,,,
Drama,2014,Mall ,,,
"Comedy, Drama, Romance",2011,Something Borrowed,,,
"Drama, Music ",2004,You Got Served,,,
"Documentary, Crime ",2010,Inside Job,,,
,,Enron,,,
,,Cloud of sils maria,,,
,,Bless me ultima,,,
,,The best man,,,
"Drama, Romance ",2002,Open Hearts,,,
"Comedy, Drama, Romance ",2009,Did You Hear About the Morgans?,,,
Drama,2000,Finding Forrester,,,
"Horror, Thriller ",2015,Demonic ,,,
"Horror, Thriller ",2015,Demonic ,DVD,,
,,,,,
,,,,,
,,,,,
"Drama, History, Romance",2012,2012 - World Without End,,,
,2010,2014 - The Pillars of the Earth,,,
